EmployeeID,AttritionProbability,RiskLevel,TopRiskFactors,RecommendedRetentionAction
1408,0.0442,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1409,0.6569,Medium,Burnout Risk Index; Num Companies Worked; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1411,0.4203,Medium,Satisfaction Composite Score; Environment Satisfaction; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1412,0.1327,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1415,0.1329,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1417,0.1208,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1419,0.5067,Medium,Burnout Risk Index; Stock Option Level; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1420,0.8189,High,Burnout Risk Index; Travel Burden Score; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1421,0.8006,High,Burnout Risk Index; Stock Option Level; Relationship Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1422,0.0288,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1423,0.0242,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1424,0.0083,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1425,0.4382,Medium,Burnout Risk Index; Stock Option Level; Environment Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1427,0.947,High,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1428,0.2803,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1430,0.1326,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1431,0.0894,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1433,0.9073,High,Work Life Balance; Monthly Income; Manager Stability Score,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1434,0.4335,Medium,Satisfaction Composite Score; Work Life Balance; Monthly Income,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1435,0.2077,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1436,0.2611,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1438,0.0711,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1439,0.7479,High,Satisfaction Composite Score; Stock Option Level; Relationship Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1440,0.0494,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1441,0.2117,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1443,0.0556,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1445,0.2137,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1446,0.1668,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1447,0.1781,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1448,0.7099,High,Burnout Risk Index; Stock Option Level; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1449,0.0424,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1453,0.2883,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1457,0.762,High,Work Life Balance; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1458,0.8967,High,Work Life Balance; Manager Stability Score; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1459,0.6549,Medium,Stock Option Level; Satisfaction Composite Score; Relationship Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1460,0.0964,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1461,0.3864,Medium,Num Companies Worked; Stock Option Level; Age,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1464,0.9369,High,Burnout Risk Index; Num Companies Worked; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1465,0.1532,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1466,0.2169,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1467,0.6666,Medium,Total Working Years; Training Times Last Year; Stock Option Level,"Schedule strategic check-in with HR to discuss career progression, role expectations, and role-fit."
1468,0.0446,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1469,0.1263,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1471,0.0282,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1472,0.1773,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1473,0.1257,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1474,0.1201,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1475,0.152,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1477,0.3856,Medium,Satisfaction Composite Score; Relationship Satisfaction; Daily Rate,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1478,0.1877,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1479,0.2048,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1480,0.208,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1481,0.4849,Medium,Manager Stability Score; Num Companies Worked; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1482,0.138,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1483,0.023,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1484,0.0454,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1485,0.395,Medium,Burnout Risk Index; Num Companies Worked; Years Since Last Promotion,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1486,0.6636,Medium,Work Life Balance; Monthly Income; Environment Satisfaction,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1487,0.948,High,Burnout Risk Index; Stock Option Level; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1489,0.8593,High,Work Life Balance; Satisfaction Composite Score; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
1492,0.4158,Medium,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1494,0.9843,High,Burnout Risk Index; Manager Stability Score; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1495,0.5102,Medium,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
1496,0.6836,Medium,Burnout Risk Index; Stock Option Level; Num Companies Worked,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
1497,0.0987,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1499,0.1833,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1501,0.0621,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
1502,0.52,Medium,Num Companies Worked; Stock Option Level; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
